Categoria_CEN,Empresa,Sigla,RUT,Oportunidad_Comercial
Generación,SOLAR ELENA SPA,SOLARELE,76.182.655-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR LOS LOROS SPA,SLL,76.658.753-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI CUATRO SPA,STC,76.767.836-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI DIECISIETE SPA,STD,76.538.366-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI DIECISÉIS SPA,STD,76.495.941-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI DIEZ SPA,STD,76.996.825-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI DOCE SPA,STD,76.116.294-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI DOS SPA,STD,76.438.552-7,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI ONCE SPA,STO,76.145.235-5,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI QUINCE SPA,STQ,76.129.156-4,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI TRECE SPA,STT,76.245.985-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI TREINTA Y OCHO SPA,STTO,76.217.182-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI TREINTA Y SEIS SPA,STTS,76.649.053-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI TREINTA Y SIETE SPA,STTS,76.195.078-9,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLAR TI VEINTICUATRO SPA,STV,76.804.419-8,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SOLARITY SPA,SOLARITY,76.497.001-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SONNEDIX CHILE INVERSIONES 3 SPA,SI3,76.140.980-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SONNEDIX COX ENERGY CHILE SPA,SCE,76.674.368-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Transmisión,SONNEDIX DON GOYO TRANSMISIÓN S.A.,SDGT,90.132.285-6,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Generación,SONNEDIX ENERGY CHILE SPA,SONNEDIX,76.889.905-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SONNEDIX LA SERENA SPA,SLS,76.335.358-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,SONNEDIX METRO EXPANSION SPA,SME,90.252.144-5,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,SPV P4 SPA,SPVP4,76.451.610-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,STATKRAFT EOLICO S.A.,SESA,76.190.881-2,"Sistemas PPC (Power Plant Control), BESS EMS de almacenamiento y SCADA de parque eólico"
Generación,SUBESTACIÓN PUCHUNCAVÍ S.A.,SPSA,76.734.743-K,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SUNENERGREEN S.A.,SSA,76.465.137-5,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,SUR SOLAR SPA,SURSOLAR,76.909.976-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,SUVAN SOLAR SPA,SUVANSOL,76.248.277-0,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TACORA ENERGY SPA,TACORAEN,76.403.648-4,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TALTAL SOLAR S.A.,TSSA,76.975.768-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TAMAKAYA ENERGÍA SPA,TAMAKAYA,76.801.727-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TAMARICO SOLAR DOS SPA,TSD,76.076.436-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TAMARUGAL SOLAR 1 S.A.,TS1S,76.755.560-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TARUCA SOLAR SPA,TARUCASO,76.492.775-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TAURO SOLAR SPA,TAUROSOL,76.540.691-9,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TECNET S.A.,TSA,76.016.666-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Cliente Libre,TECNOCAP S.A.,TSA,90.895.546-3,"Monitoreo SCADA de consumo eléctrico, pasarelas de telemetría y modernización de PLCs legacy"
Generación,TECNORED S.A.,TSA,76.961.549-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TEDLAR DIEMOS SPA,TEDLARDI,76.494.563-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TEDLAR JUPITER SPA,TEDLARJU,76.273.920-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TEDLAR LUNA SPA,TEDLARLU,76.394.567-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TEDLAR MERCURIO SPA,TEDLARME,76.876.470-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TENO III SPA,TENOIII,76.656.747-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TIELMES ENERGIA SPA,TIELMESE,76.751.704-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TIL TIL SOLAR SPA,TTS,76.633.117-3,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TOESCA RENOVABLES SPA,TOESCARE,76.168.273-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TOLEDO SOLAR SPA,TOLEDOSO,76.399.290-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TORTUGA SOLAR SPA,TORTUGAS,76.531.223-K,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TRALKA SPA,TRALKA,76.349.465-9,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Transmisión,TRANSELEC CONCESIONES S.A.,TCSA,90.971.405-2,"Modernización de SAS en subestaciones de 220kV/500kV, pasarelas IEC 61850 y RTUs"
Transmisión,TRANSELEC S.A.,TSA,76.555.400-4,"Modernización de SAS en subestaciones de 220kV/500kV, pasarelas IEC 61850 y RTUs"
Transmisión,TRANSMISORA BAQUEDANO S.A.,TBSA,90.077.324-2,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSMISORA ELÉCTRICA CORDILLERA SPA,TEC,90.077.857-0,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSMISORA ELÉCTRICA DEL NORTE S.A.,TENS,90.043.299-2,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSMISORA MELIPEUCO S.A.,TMSA,90.103.238-6,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSMISORA PARINAS S.A.,TPSA,90.173.186-1,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSQUINTA S.A.,TSA,90.979.989-9,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Transmisión,TRANSRUCATAYO S.A.,TSA,90.712.758-3,"Sistemas SAS (Substation Automation System), RTUs bajo protocolo IEC 61850 y telecontrol"
Generación,TRICAHUE SOLAR SPA,TRICAHUE,76.137.493-1,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,TRICAHUE SPA,TRICAHUE,76.065.987-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TSGF SPA,TSGF,76.988.644-3,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TUCUQUERE SPA,TUCUQUERE,76.170.120-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,TÓRTOLA SPA,TRTOLA,76.496.771-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,VALLE DE LA LUNA II SPA,VLLI,76.042.313-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,VENEZIA SOLAR SPA,VENEZIAS,76.825.708-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,VERONA SOLAR SPA,VERONASO,76.608.594-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,VESPA SOLAR SPA,VESPASOL,76.820.401-2,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
Generación,VIENTOS DE RENAICO SPA,VIENTOSR,76.947.814-0,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,VIENTOS PATAGÓNICOS SPA,VIENTOSP,76.310.893-7,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,VILLAPRAT SPA,VILLAPRAT,76.086.354-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,WPD DUQUECO SPA,WPDDUQUE,76.886.270-2,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,WPD MALLECO SPA,WPDMALLE,76.412.038-8,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,WPD NEGRETE SPA,WPDNEGRE,76.906.333-1,"Sistemas de Control de Planta (PPC), SCADA HMI e integración de telemetría hacia el CDC del CEN"
Generación,XUE SOLAR SPA,XUESOLAR,76.665.992-6,Controlador de Planta (PPC) y BESS EMS para optimización de almacenamiento y recorte
